date,text
2024-11-04 15:01,Bot 250C at 4.35  $TSLA
2024-11-04 14:58,"Making a list of Harris stocks and Trump stocks.
Trump - $DJT $TSLA $XLE $XLF
Harris - $TAN $FSLR $FXI 

Give me your picks."
2024-11-04 14:55,"$TSLA Feels like selling exhaustion, we're $5 above the low 25 minutes in"
2024-11-04 14:40,$TSLA - long
2024-11-04 14:40,"afraid to short 270.
afraid to buy 240.
this is the way... $TSLA"
2024-11-04 14:38,Oh boy $TSLA...
2024-11-04 14:10,"How would $TSLA react if Donald Trump wins?

How would $TSLA react if Kamala Harris wins?"
2024-11-04 13:26,"Market pricing in Kamala win. Solar stocks and oil pumping, $tsla red $djt red"
2024-11-04 13:18,"Tesla $TSLA sold 68,280 China 🇨🇳 made EVs in October down 5.3% YoY according to data from the China Passenger Car Association (CPCA) - Reuters"
2024-11-04 13:11,"**📊 #Economic Events &amp; Premarket Buzz 📈**

**10:00 AM**  
🏭 Factory Orders (Sep): Expected -0.5%; Prior -0.2%

**#Premarket Movers**  
🔼 Higher: $NVDA, $XPEV, $LCID  
🔽 Lower: $TSLA, $MSTR, $DJT

**#Earnings Today**  
💰 Premarket: $CEG, $MAR, $YUMC  
💰 Post-market: $PLTR,"
2024-11-04 12:40,"From an auto cost per vehicle perspective:

Q3 benefited from a high China sales/total sales ratio - which we knew about - but also from the 10% CATL cost cut - which we now know about. The first one will revert in Q4, but the second one will carry forward."
2024-11-04 11:58,"$TSLA investors realizing that after the election, Musk will either sell his shares (Trump) or go to jail (Harris)."
2024-11-04 11:07,Here come the $230’s. Going to be an ugly day. But aren’t they all? $tsla
2024-11-04 10:57,"Good Morning!

Futures flat

$NVDA joining the Dow

$TSLA skid 68,280 China mad EV’s in October down 5.3% YoY

$VKTX positive results from VK2735 weight loss trial.

$RBLX u/g Overweight @ MS pt $65 from $38

$W pt cut $50 from $60 2 Needham

$VERX u/g Buy @ Jefferies pt $50"
2024-11-04 10:45,"Mag 7 Upside:

7. Tesla $TSLA
Target Price = $235
Upside = 0%

6. Apple $AAPL
Target Price = $246
Upside = 11%

5. Nvidia $NVDA
Target Price = $154
Upside = 14%

4. Meta $META
Target Price = $655
Upside = 16%

3. Amazon$AMZN
Target Price = $237
Upside = 20%

2. Microsoft $MSFT"
2024-11-04 09:45,"It’s bizarre that some $TSLA bulls feel the need to attack fellow TSLA bulls. Spend your time and energy attacking those dumb enough to short $TSLA, not other TSLA longs. If this were a sports team, you’d be thrown off."
2024-11-04 08:04,Good morning to all $TSLA investors who can't wait for this election to be over!
2024-11-04 05:33,"$RETARDIO is like investing in $TSLA in 1999, the tech has a long way to go"
2024-11-04 05:32,Market news: #Tesla (TSLA.O) is opening its first store in the Philippines this week.
2024-11-04 03:02,"Next week will be massive!!

Elections on Tuesday and fomc Thursday.

Market will go wild!

$spy $spx $qqq $tsla $nvda"
2024-11-04 02:44,"TRADE IDEAS FOR TOMORROW :

$SPY - CALLS ABOVE $574 | PUTS BELOW $568 🏛

$TSLA - CALLS ABOVE $251 | PUTS BELOW $245 🚘

$NVDA - CALLS ABOVE $140 | PUTS BELOW $136 🎮

$MSTR - CALLS ABOVE $236 | PUTS BELOW $224 🪙

GOOD LUCK &amp; ALWAYS TRADE SAFE 💎

FOLLOW ME HERE FOR MORE 👈🏻"
2024-11-04 02:11,"Watchlist for the week

Strong themes:

Software-
$GTLB Over 57
$DOCU Over 71.3
$NFLX Over 765
$ZM Over 76
$MBLY

Nuclear-
$OKLO Off the 8 EMA
$SMR Off the 8 EMA

Semis:
$ALAB Over 74.5
$MRVL Over 85
$INTC 
$DELL

Aerospace
$LUNR
$RKLB

Strength:
$TSLA Over 254
$GOOGL off the 8"
2024-11-04 02:08,"Just posted 15 bangers for yall!

I will be back for  more tomorrow  along with $spy commentary , but let’s see those ❤️ first!

$spx $qqq $tsla $aapl $nvda"
2024-11-04 00:25,"If Trump wins, $TSLA will hit $300 by 11/10 and at least $500 by the end of next year."
2024-11-04 00:16,"If Trump loses, $TSLA might see a repeat of its crash from Nov 3, 2022, to Jan 3, 2023."
2024-11-04 00:15,"⚡️WEEKLY WATCHLIST⚡️

Beware: With elections this week and lots of ERS we can expect some potential chop and volatile moves. 

$SPY
📈C &gt; 576
📉P &lt; 565
$AMZN
📈C &gt; 201.5
📉P &lt; 197
$NFLX
📈C &lt; 773 
📉P &gt; 735
$TSLA
📈C &gt; 260
📉P &lt; 242

LIKE THIS TWEET IF YOU ARE READY TO BANK❤️"
2024-11-03 23:01,"How to play the election…

Keep it simple:

Trump wins: $TSLA $MSTR $COIN 

Harris wins: $FSLR $RUN 

🫡"
2024-11-03 22:46,"If someone told me a few years ago that many (most?) prominent Tesla Twitter influencers would turn MAGA, I would have told that person that they're losing their mind.

And yet here we are. Orange man is the savior.

Can't make this up lol. Nothing if not entertaining."
2024-11-03 22:36,"Happy Sunday fam!

Hope y’all enjoyed your weekend.

I will start posting all them bangers and charts in a few hours!!

$spy $qqq $tsla $nvda $spx"
2024-11-03 22:22,"Stocks I’ll be looking to sell some cash secured puts on this week:

$TSLL sub $10
$MARA sub $15
$HOOD sub $22
$SOXL sub $25
$PLTR sub $38
$TNA sub $40
$NVDA sub $125
$COIN sub $170
$AMZN sub $188
$TSLA sub $235

Any big Red days I’ll look to load up on any of these stocks while"
2024-11-03 21:14,$TSLA is $420 next week if _________________ ?
2024-11-03 21:08,"You all are nuts! 🥜 (RIP Peanut and Fred). Just VOTE! 
I want to get back to my usual feed of beautiful Teslas, $TSLA, FSD, dogs, and things that make me laugh. At this point, you’re not changing anyone’s mind. 
✌🏼 I love you no matter if you vote for Kamala or Trump. Just use"
2024-11-03 21:08,If @realDonaldTrump  wins the Presidency.  All in on $TSLA is the easiest most logical play in the stock market..  With a DJT win Tesla becomes the most valuable company in the world in the next 4 years.   Bookmark it
2024-11-03 20:39,"Weekly 👀list:

$SPY
Calls&gt;575.56 (gap)
Puts&lt;569.23 (mega gulag)

$MU
Calls&gt;103
Puts&lt;100

$TSLA
Calls&gt;250
Puts&lt;242.97

$AMZN
Puts&lt;197 (Bezos selling)

$WMT
Calls&gt;83.37

$OXY
Puts&lt;49.50

$RBLX
Calls&gt;52.68

$ZM
Calls&gt;76.04

Election and JPOWW this week so everything prob changes"
2024-11-03 19:36,"I’m glad $Nio is focusing on margins more than sales volume, let onvo and firefly sell volume while Nio focuses on margins.

Let’s not forget that $tsla so called high end EVs model x  and s only account for 3% of total sales combined"
2024-11-03 18:03,"I’m working legs today!🏋🏻‍♂️

What are you working on?"
2024-11-03 18:00,"My top 6 stocks to trade Options on:

$NVDA
$TSLA
$AMZN
$AMD
$HOOD
$SQ"
2024-11-03 17:46,"Do you listen to podcasts on Spotify, and if so, do you watch video or listen audio? Let me know your thoughts in detail below so that I can best position $TSLA LIVE!"
2024-11-03 17:20,"Some predictions:

1. $TSLA will hit $10K/share, fueled by the widespread adoption of their robotaxi network.
2. $HIMS will scale into a $400B company within the next decade.
3. $PLTR will reach a $1T valuation over the next 10 years."
2024-11-03 16:59,"Wordle 1,233 4/6

⬜⬜⬜⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩 
Lord’s Day! 🙌✝️🙏"
2024-11-03 16:52,"Here is every single MAG 7 stock charted with analysis just for YOU !  🫵

Please Like, RT and Share to help others ‼️

 $AAPL $MSFT $AMZN $GOOGL $META $NVDA $TSLA $SPY $QQQ   

[THREAD] 📷🧵"
2024-11-03 15:19,"$TSLA licensing FSD to LEGACY automakers will help institutional analysts realise Teslas potential…

They will be either BUY now or regret it LATER 🤗!"
2024-11-03 14:30,"$TSLA prediction. What do you think Elon and what year?

10M robotaxis x $30K profit/year = $300B

10M TeslaBot x $5K profit/year = $50B

$350B profit/year or~$275B after tax x 32 PE = $8.8 Trillion Market Cap"
2024-11-03 14:00,"Watch @MarkNewtonCMT on @herbertong's Brighter with Herbert discussing $TSLA. 

""Tesla has shifted from a neutral or bearish trend from 2021 into early this year to now starting to emerge into a bullish uptrend."" says Newton in latest conversation with Ong.

Get daily technical"
2024-11-03 13:09,"Here are the levels where I’d add to my top 10 positions if the market pulls back 🧐

1. $PLTR -- $32
2. $CRWD -- $245
3. $SNOW -- $110
4. $TSLA -- $180
5. $TMDX -- $70
6. $AMZN -- $165
7. $MELI -- $1400
8. $TTD -- $75
9. $DOCN -- $35
10. $GLBE -- $28"
2024-11-03 10:03,"Tesla shareholders are far too negative about what happens to the stock and Elon if the Democrats and Kamala Harris win the election.

Historically, Democratic administrations are good for stock markets and therefore also for shareholders of Tesla. $tsla

An administration under"
2024-11-03 09:43,"Next week is the week.

$TSLA stock _______ next week 👀"
2024-11-03 09:37,"💰 Which of the Magnificent 7 do you think is the most undervalued? 🤔

Check out their projected PE for 2026 below! 👇

Alphabet $GOOGL 16.8x
Meta $META 19.7x
Microsoft $MSFT 22.9x
Amazon $AMZN 26.7x
Apple $AAPL 27.0x
NVidia $NVDA 30.0x
Tesla $TSLA 66.4x"
2024-11-03 09:11,"Unpopular opinion; Bitcoin &amp; Tesla will be doing just fine even if Kamala win the Election.
$BTC $TSLA"
2024-11-03 07:40,Good morning to all $TSLA investors who are ready to see the stock at $300 next week! 🤩
2024-11-03 03:43,"Tonight was one of those ""eat everything in sight especially the halloween candies, chips, nuts and chocolates"" kind of nights."
2024-11-03 03:24,"🧵 $0.2 on US Elections - If @elonmusk /@realDonaldTrump  loses, here’s what could happen:

- Chances are $TSLA price will be cut in half or more maybe within Q1 of 2025
-Elon could be deported or worse, a Theranos kind of outcome possible (10%+ chance).
-Investors would lose"
2024-11-03 01:19,"If disillusioned fools are calling $PLTR the best AI play, WTF is $TSLA doing?

Elon not Karp is building the largest AI clusters and the robots &amp; cars!

Ever thought about that you morons!"
2024-11-03 00:16,"Nvidia $NVDA is reportedly discussing in investing in xAI, the AI startup by Elon Musk of Tesla $TSLA, per NYP"
2024-11-02 21:50,"So my last client just told me that for two years, her ex-husband accused her of cheating, when she wasn’t. 

So she got tired of the accusations and had an affair.

When she told him about it, he didn’t believe her🤣🤔"
2024-11-02 21:11,"If one is truly worried that a Harris win would lead to Elon actually getting arrested/deported/wtv, maybe there are bigger concerns with  your $TSLA investment. 🚩"
2024-11-02 20:56,"Who wants more swing setups? 

$QQQ $SPY $NVDA $AAPL $AMZN $TSLA $META $GOOGL $MSFT $AMD"
2024-11-02 18:30,"SK Hynix is reportedly in discussions to supply enterprise SSDs to Tesla $TSLA, worth ~$725M, as Tesla invests in AI servers to build out its AI infrastructure for autonomous driving and robotics."
2024-11-02 17:57,"$TSLA Let's talk more about the $20M of calls bought yesterday for Sept. next year, $255 strike, trading at $50"
2024-11-02 17:00,$TSLA likes to moon when people least expect it.
2024-11-02 16:51,"Focus List: $NVDA $AVGO $NOW $ORCL $RBLX $OKLO $CVNA $IONQ $SPOT $UPST $META $MELI

Current Positions: $CORZ $CAVA $MSTR $GEV $CART $APP $WULF $TSLA $ALAB $CLS $RDDT"
2024-11-02 16:43,If Trump wins $TSLA will run to $300 faster than you can blink
2024-11-02 16:29,"5 stocks I’m planning to buy next week:

• MICROSOFT $MSFT
• TESLA $TSLA
• AMD $AMD
• SOFI $SOFI
• HIMS $HIMS

Are you planning to buy something?"
2024-11-02 15:29,"Will solving FSD Unsupervised (by itself) move $TSLA stock above its ATH of $400+? 

I think this alone will cause a SURGE on $TSLA!"
2024-11-02 15:21,"“The big money is made not in the buying and selling but in the waiting.” Charlie Munger.

The best investors are really good at doing nothing.

#patience #conviction

$EOSE $TSLA $AAPL"
2024-11-02 13:44,"$TSLA Outside the big two day earnings pop, name is down 10 of last 12 days lol.

Nearing very close to the 50% retracement level of the lows to the highs of those 12 days.

A Trump win will most certainly send this name higher..

Hold your breath this week or next Tesla"
2024-11-02 13:27,"⭐️Total passive income for last week: 
10/28-11/1

⭐️Closed positions only⭐️
-Options selling ONLY-

💰$824.00

Not the best week, but that pullback created some opportunities for November!

This does not include dividends, day trades or shares sold. 

$TSLA
$TSLL
$TSLY
$CLSK"
2024-11-02 12:54,"WL/FL:

$ALAB $APP $CAVA $CEG $DUOL $GEV* $MSTR $NET $NVDA $OKLO $PANW $PLTR $RDDT $SE $SMR $TSLA $VRT $VST $YOU

- curious what else shows up after earnings as well. Based on scans pretty negative near term but that can change fast"
2024-11-02 12:29,"- 3/4 cup 0% fat plain greek yogurt
- 1 scoop protein power (chocolate banana is my fav)
- Water 
- 1 tablespoon cacao nibs

Yields...

300 calories
45 g of protein
6 g of fibre

Breakfast of champions."
2024-11-02 12:15,"If you're a $TSLA shareholder, will you sell if Kamala wins?

I sense Elon will be under non-stop attack and will affect Tesla one way or the other. I know in the grand scheme of the things it's not a big deal, but this will make the stock a lot more volatile than what it is now."
2024-11-02 11:07,"If the market corrects at the end of the year, which group would you buy first when the correction completes?

Group A:
$AAPL
$TSLA
$BABA

Group B:
$AMZN
$GOOG
$AMD

Group C:
$MSFT
$LLY
$BRK-B

Group D:
$NVDA
$META
$UNH

Group E:
Silver
$BTC
$ETH"
2024-11-02 07:48,"Next week will be one of the most interesting weeks for my stocks!

Long

$TSLA
$NVDA
$COIN

Short
$PLTR"
2024-11-02 07:33,Good morning to all $TSLA investors who keep dollar cost averaging in!
2024-11-02 01:31,If Trump loses how low will $TSLA go in next 6 months?
2024-11-02 01:13,"$BITO wheel☸️update (Roth IRA account) #optionselling

Since 2023, my Roth account had been a source of experimentation for me, due to which I incurred several losses ($TSLL, $TSLY etc. on previous $TSLA drawdowns)

Since last 3-4 months, I took a cautious approach, went largely"
2024-11-02 01:12,"Have a great weekend fam!!

Got some nice stuff to post over the weekend! Keep the notifications 🔔 on!

$spy $spx $qqq $tsla $nvda"
2024-11-02 01:00,"Got CSPs assigned on $TSLA at 250. Tesla position is biggest it’s ever been (by a few hundred shares lmao) 

Will be writing $265s for next week. Also have 275, 277.5s for next week and 20 contracts on $TSLL for 16.5

If there’s interest, I’ll start making some videos on this all"
2024-11-01 23:56,"This is the story of Maria.

She is in her 30s, never been married, but dating.

She meets Justin. They date for about 5 months &amp; everything was going great. She thought this would be the man she finally marries.

Last month she comes in to get her hair done and she is obviously"
2024-11-01 23:35,"$TSLA #TSLA - Tesla Sells $499M Of Debt Backed by Solar Equipment Loans.

Tesla Inc. sold $499 million of bonds backed by loans offered to customers buying solar equipment"
2024-11-01 22:45,I expect $TSLA to rise at least 20% in the next 10 days.
2024-11-01 22:44,Pizza &amp; a client story tonight? 🍕 📕
2024-11-01 22:15,"1Nov'24 Allocations
$NVDA 25.6%
$MELI 18.9%
$AXON 18.6%
$TSLA 14.3%
$TTD 6.9%
$ASPN 6.9%
$AMZN 4.4%
$ROOT 1.2%
cash 4.2%

YTD +59.7%
YTD hi +72.6% (25Oct)
YTD lo -3.8% (3Jan)
CAGR +33.5% (7.84 yrs; since 1/1/17)

changes 👇

1/5"
2024-11-01 22:11,Do you think Tesla $TSLA will ever be a part of the Dow Jones?
2024-11-01 22:03,"$TSLA Summary - 11/01/2024

Upside:
1/ EV adoption +20%-25% per yr
2/ Fed cuts rate by another 50bp by Y.E.
3/ Higher FSD take rates/licensing deal
4/ 25K-$30K Compact launch FY’25 1H
5/ TSLA likely first to market with generalized unsupervised FSD FY’25 YE
6/ Optimus production"
2024-11-01 21:53,"1 week: $TSLA worst performing Mag7

2 weeks: TSLA best performing Mag7"
2024-11-01 20:49,"Took a couple days off from social media. Here’s some of my thoughts going into next week.

$smci ripple effect has been felt throughout the semiconductor sector. The group represents a heavy part of the NASDAQ 100.

Earnings winners  IE $googl $tsla Are having a hard time"
2024-11-01 20:42,"If the Judge in the PA lottery case issues a TRO, I would not remotely be surprised to see Musk charged criminally next week in the case. 

$TSLA"
2024-11-01 20:18,"Mega caps after their earnings last two weeks:

$AAPL closed below 50 MA 

$MSFT closed below 200 MA with a death cross

$GOOGL pumped and dumped, still holding okay 

$AMZN nice gap up, still can't close above $200 

$META closed below 20 EMA  

$TSLA gave back the majority of"
2024-11-01 20:12,"⭐️Todays Trades:

💰Closed:
1 $AMD CC +50
5 $CLSK CCs +$131
2 $NVDL CSPs +$310
1 $TSLA spread +$78
1 $SOXL CC +$35
1 $MARA CC +$30
=$634 profit 

✔️Sold:
3 $CLSK $10 CSPs 11/8 +$150
1 $NVDL $64 CSP 11/15 +$230
Rolled 2 $TQQQ CSPs 11/8 +$144 

Next week is gonna be WILD!!"
2024-11-01 20:00,"As a  long-term investor on days like today, you can add to your $TSLA and $PLTR position, confidently, with expectations you will be grateful you did 5 years from now.  

Invest in companies that are changing the world
#AI #Tesla #Palantir"
2024-11-01 19:53,"$TSLA stock in the super short run is basically a proxy for Trump’s odds of winning, imo."
2024-11-01 19:13,"When Kamala Harris defeats the psychotic shitstain and becomes America's first woman president, I think we'll see one of the greatest economic booms in U.S. history. Kudos to President Biden for priming the engine. Lfg! 🙌🙏💪👏👊🌊🇺🇸 $GOOGL $AMZN $AAPL $META $MSFT $NVDA $TSLA"
2024-11-01 17:51,Focused on leaders the whole time on way up and as the indices are green we are seeing some ugly action in recent leaders today- $APP $CAVA $CEG $CORZ $DUOL $MSTR $OKLO $RDDT $SMR $TSLA $VST 🚩
